clip_id,display_name,hash,timecode_start,timecode_end,userpath
459,KT8506_1.WA01.58EF58EF46E9A; KT8506_2.WA02.58EF58EF46E9A; KT8506_3.WA03.58EF58EF46E9A; KT8506_7.WA07.58EF58EF46E9A; KT8506_8.WA08.58EF58EF46E9A;     537  /t 2   ,2:6b22d1164d7ea801294f2092facdbdc8; 2:c31787a52b083674a299ac00360df150; 2:87b94c62beeaad990b5bb625d7f31edb; 2:13df658d9aff4cc1c3a4798d14349a0d; 2:bc3baf39c197f25f11e04b17878a064e,00:00:00:00:100/1,00:00:35:28:100/1,Avid MediaFiles/MXF/AVID2.1 20170412/KT8506_1.WA01.58EF58EF46E9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8506_2.WA02.58EF58EF46E9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8506_3.WA03.58EF58EF46E9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8506_7.WA07.58EF58EF46E9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8506_8.WA08.58EF58EF46E9A.mxf
460,KT8507_1.WA01.58EF58EF46ECA; KT8507_2.WA02.58EF58EF46ECA; KT8507_3.WA03.58EF58EF46ECA; KT8507_7.WA07.58EF58EF46ECA; KT8507_8.WA08.58EF58EF46ECA;     537  /t 3   ,2:32cefb621f7fd1f9389c624795e2b72b; 2:d4a6174a537ad20c52864f782a1d4a0c; 2:328e2ec8a0e65dddbebf7199ae383c89; 2:71a23b4346e3a67ad63c06045bb40430; 2:3f09433e9fcbbbf027f55e329e6c6c95,00:00:00:00:100/1,00:00:48:76:100/1,Avid MediaFiles/MXF/AVID2.1 20170412/KT8507_1.WA01.58EF58EF46ECA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8507_2.WA02.58EF58EF46ECA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8507_3.WA03.58EF58EF46ECA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8507_7.WA07.58EF58EF46ECA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8507_8.WA08.58EF58EF46ECA.mxf
461,KT8508_1.WA01.58EF58EF46EFA; KT8508_2.WA02.58EF58EF46EFA; KT8508_3.WA03.58EF58EF46EFA; KT8508_7.WA07.58EF58EF46EFA; KT8508_8.WA08.58EF58EF46EFA;     537  /t 4   ,2:9f0ac76692b8c38a9e64a2e53d91e70e; 2:049512c9b2ae09d5ce7e7f680d462476; 2:b4150f9eb6a9538fb6852cb6f8c76238; 2:d771a9fefc216abc834eff9fc5f5fd56; 2:c83a57d1b1a5bb98f8c2a56c93354f78,00:00:00:00:100/1,00:01:17:08:100/1,Avid MediaFiles/MXF/AVID2.1 20170412/KT8508_1.WA01.58EF58EF46EFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8508_2.WA02.58EF58EF46EFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8508_3.WA03.58EF58EF46EFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8508_7.WA07.58EF58EF46EFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8508_8.WA08.58EF58EF46EFA.mxf
462,KT8509_1.WA01.58EF58EF46F5A; KT8509_2.WA02.58EF58EF46F5A; KT8509_3.WA03.58EF58EF46F5A; KT8509_7.WA07.58EF58EF46F5A; KT8509_8.WA08.58EF58EF46F5A;     537  /t 5   ,2:8d15b6ed89a9b0a631e6a2114698befb; 2:8ca74ee53829f3f459f934ecd7048c4d; 2:8693b6843d422a32c5118150154161bd; 2:06bf4b189311701aede925434a44de43; 2:b5d3152c80f5e7bb37b629de382377d1,00:00:00:00:100/1,00:01:44:40:100/1,Avid MediaFiles/MXF/AVID2.1 20170412/KT8509_1.WA01.58EF58EF46F5A.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8509_2.WA02.58EF58EF46F5A.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8509_3.WA03.58EF58EF46F5A.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8509_7.WA07.58EF58EF46F5A.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8509_8.WA08.58EF58EF46F5A.mxf
463,KT8510_1.WA01.58EF58EF46FBA; KT8510_2.WA02.58EF58EF46FBA; KT8510_3.WA03.58EF58EF46FBA; KT8510_7.WA07.58EF58EF46FCA; KT8510_8.WA08.58EF58EF46FCA;     537  /t 6   ,2:0b7c50b102089d0020b62a904e96800e; 2:83c266e788c0064ca8deffc9233ee8de; 2:98665359b497f5ef17aa1aebaf35b52d; 2:c00fcb2697cce4ead42e317287c19355; 2:5e3738792a4a94b36a61f2a3c342feb0,00:00:00:00:100/1,00:01:37:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170412/KT8510_1.WA01.58EF58EF46FBA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8510_2.WA02.58EF58EF46FBA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8510_3.WA03.58EF58EF46FBA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8510_7.WA07.58EF58EF46FCA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8510_8.WA08.58EF58EF46FCA.mxf
464,KT8511_1.WA01.58EF58EF4702A; KT8511_2.WA02.58EF58EF4702A; KT8511_3.WA03.58EF58EF4702A; KT8511_7.WA07.58EF58EF4702A; KT8511_8.WA08.58EF58EF4702A;     537A /t 1   ,2:eca8481639153df79781ccd3e3f9ac5a; 2:8948ddae686f912621aeea91c92b0dae; 2:9a72a65a644279de3a7afa2c97de730c; 2:c740ea22484e30cf576368e8ffee48d3; 2:cee8255836bfc9c8d5b114b142d9ab8c,00:00:00:00:100/1,00:02:07:88:100/1,Avid MediaFiles/MXF/AVID2.1 20170412/KT8511_1.WA01.58EF58EF4702A.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8511_2.WA02.58EF58EF4702A.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8511_3.WA03.58EF58EF4702A.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8511_7.WA07.58EF58EF4702A.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8511_8.WA08.58EF58EF4702A.mxf
465,KT8512_2.WA02.58EF58EF470AA; KT8512_7.WA07.58EF58EF470AA; KT8512_8.WA08.58EF58EF470AA;     523  /w 1   ,2:10521b44d55fa35221e0fca80acca687; 2:b1dd3f21df4c6948268f5d19ecb1bd3b; 2:876ba15d946492a217e069ec44174ab2,00:00:00:00:100/1,00:01:16:92:100/1,Avid MediaFiles/MXF/AVID2.1 20170412/KT8512_2.WA02.58EF58EF470AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8512_7.WA07.58EF58EF470AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170412/KT8512_8.WA08.58EF58EF470AA.mxf
466,KT8514_1.WA01.58F058F092D9A; KT8514_2.WA02.58F058F092D9A; KT8514_3.WA03.58F058F092D9A; KT8514_7.WA07.58F058F092D9A; KT8514_8.WA08.58F058F092D9A;     628  /t 1   ,2:0dc5a1a1cca017a46eae69e666ccd4f1; 2:eda7d8fcdf51a3e82287442b3d7e68d0; 2:f34c58391e8fe5088117b3a7953fef66; 2:e7c814152465ce332b7588596888d398; 2:d53f7c9344fc89c589b8b7ab75f5bf44,00:00:00:00:100/1,00:02:39:24:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8514_1.WA01.58F058F092D9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8514_2.WA02.58F058F092D9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8514_3.WA03.58F058F092D9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8514_7.WA07.58F058F092D9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8514_8.WA08.58F058F092D9A.mxf
467,KT8513_1.WA01.58F058F092D8A; KT8513_2.WA02.58F058F092D8A; KT8513_3.WA03.58F058F092D8A; KT8513_7.WA07.58F058F092D8A; KT8513_8.WA08.58F058F092D8A;     523  /n 2   ,2:74d1278710f4d8f15dd11fc3d06184bb; 2:ab33385c03ce463755a03510a890ea64; 2:70a6c3249dc74e0b1926c49a0b0d2f3b; 2:01172a351874df12b265a8b36fbb1fb7; 2:e7f0f7a8879271d0be0dc5e2b5339c74,00:00:00:00:100/1,00:00:07:20:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8513_1.WA01.58F058F092D8A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8513_2.WA02.58F058F092D8A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8513_3.WA03.58F058F092D8A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8513_7.WA07.58F058F092D8A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8513_8.WA08.58F058F092D8A.mxf
468,KT8515_1.WA01.58F058F092E3A; KT8515_2.WA02.58F058F092E3A; KT8515_3.WA03.58F058F092E3A; KT8515_7.WA07.58F058F092E3A; KT8515_8.WA08.58F058F092E3A;     628  /t 2   ,2:3c8cdcd23e062ef8cfb2f0c9730c61e8; 2:984ff6b5c0be65ad504ef6443676d485; 2:c048dab11b4b6605628f32ebda19d991; 2:60ffd1b541471496a4d08c10ad42a7e4; 2:b9e720fd9480c1d67ce4d9d51af3825c,00:00:00:00:100/1,00:02:38:24:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8515_1.WA01.58F058F092E3A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8515_2.WA02.58F058F092E3A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8515_3.WA03.58F058F092E3A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8515_7.WA07.58F058F092E3A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8515_8.WA08.58F058F092E3A.mxf
469,KT8516_1.WA01.58F058F092EDA; KT8516_2.WA02.58F058F092EDA; KT8516_3.WA03.58F058F092EDA; KT8516_7.WA07.58F058F092EDA; KT8516_8.WA08.58F058F092EDA;     628  /t 3   ,2:a996766c64e13907a840e5f69c699635; 2:74ebd522bdfe3b3e994763e4c4919be7; 2:10f5fc09ee6a38f35b426e1a3077d2e0; 2:b567393962948f445723447ebb4230e8; 2:01bada91dc7b668a7db196be95d1cd2d,00:00:00:00:100/1,00:03:09:24:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8516_1.WA01.58F058F092EDA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8516_2.WA02.58F058F092EDA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8516_3.WA03.58F058F092EDA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8516_7.WA07.58F058F092EDA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8516_8.WA08.58F058F092EDA.mxf
470,KT8517_1.WA01.58F058F092F9A; KT8517_2.WA02.58F058F092F9A; KT8517_3.WA03.58F058F092F9A; KT8517_7.WA07.58F058F092F9A; KT8517_8.WA08.58F058F092F9A;     628  /n 4   ,2:b1bc972274f09d19521b1f6497511d5d; 2:5a8b2e47d25182c7862729c08004fbce; 2:8c10b6e75d83c0cb4d3be434770cd6ab; 2:f1595bc31c3cbef4d5d519fad71e7613; 2:ab932beccbc217840fbbd347ab0b2153,00:00:00:00:100/1,00:00:12:92:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8517_1.WA01.58F058F092F9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8517_2.WA02.58F058F092F9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8517_3.WA03.58F058F092F9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8517_7.WA07.58F058F092F9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8517_8.WA08.58F058F092F9A.mxf
471,KT8518_1.WA01.58F058F092FBA; KT8518_2.WA02.58F058F092FBA; KT8518_3.WA03.58F058F092FBA; KT8518_7.WA07.58F058F092FBA; KT8518_8.WA08.58F058F092FBA;     628  /t 4   ,2:c7fd8c2504e83dc3b56824bcde205fec; 2:7c75dc9b2dc67fcddbb7457f768c8f2a; 2:ed4f6023d452ca881a2e97d8294d65e1; 2:6509caa1dd7b28511d7dde1f01ec230f; 2:c4ad19967aa94e4dfc2ac062e6ebe06d,00:00:00:00:100/1,00:00:58:80:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8518_1.WA01.58F058F092FBA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8518_2.WA02.58F058F092FBA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8518_3.WA03.58F058F092FBA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8518_7.WA07.58F058F092FBA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8518_8.WA08.58F058F092FBA.mxf
472,KT8520_1.WA01.58F058F09308A; KT8520_2.WA02.58F058F09308A; KT8520_3.WA03.58F058F09308A; KT8520_7.WA07.58F058F09308A; KT8520_8.WA08.58F058F09308A;     628A /t 1   ,2:fb8ab37ebf80b4e8f299e32cffd3c176; 2:f6e83ad8d3aa7a49ddfabf0be19be158; 2:99573a4587d732cc9be4b2da18006dda; 2:f49446682bd94a056f65bd585f1881a4; 2:b72f70e4a760655fab40e94cfe651e27,00:00:00:00:100/1,00:01:35:92:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8520_1.WA01.58F058F09308A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8520_2.WA02.58F058F09308A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8520_3.WA03.58F058F09308A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8520_7.WA07.58F058F09308A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8520_8.WA08.58F058F09308A.mxf
473,KT8519_1.WA01.58F058F092FFA; KT8519_2.WA02.58F058F092FFA; KT8519_3.WA03.58F058F092FFA; KT8519_7.WA07.58F058F092FFA; KT8519_8.WA08.58F058F092FFA;     628  /t 5   ,2:26a3c1aee48f3cfd0213e4e05a1cfc01; 2:e3c48d7f57a98f14907c30cc00b86966; 2:6eb0e9e4874dde6049c6e7de831fac4d; 2:b6e72598db9f75355565fca9b02c3c1b; 2:6d5abd2c7d4a75fa06c6194ee4729369,00:00:00:00:100/1,00:02:29:92:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8519_1.WA01.58F058F092FFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8519_2.WA02.58F058F092FFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8519_3.WA03.58F058F092FFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8519_7.WA07.58F058F092FFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8519_8.WA08.58F058F092FFA.mxf
474,KT8521_1.WA01.58F058F0930FA; KT8521_2.WA02.58F058F0930FA; KT8521_3.WA03.58F058F0930FA; KT8521_7.WA07.58F058F0930FA; KT8521_8.WA08.58F058F0930FA;     628A /t 2   ,2:384a24a745630f9377e57f742fba3027; 2:5f31bb380de69dad905ed9398cddd671; 2:90209bfd4070450d9f75da8d2bf2bad8; 2:a3c682b2edfa3d4168f0b4ecd5a91fcf; 2:734d049388547417a748211ec451f9f2,00:00:00:00:100/1,00:01:50:88:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8521_1.WA01.58F058F0930FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8521_2.WA02.58F058F0930FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8521_3.WA03.58F058F0930FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8521_7.WA07.58F058F0930FA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8521_8.WA08.58F058F0930FA.mxf
475,KT8522_1.WA01.58F058F09316A; KT8522_2.WA02.58F058F09316A; KT8522_3.WA03.58F058F09316A; KT8522_7.WA07.58F058F09316A; KT8522_8.WA08.58F058F09316A;     628A /t 3   ,2:468f33f33c2000e1dd5e220fb3a66630; 2:9c6b8983e7e1cb8dd558cdd0629c036e; 2:751a87df7ad4587d1dbf601b283b56c5; 2:b8d34e5bc3d1aa3dfc0fa89e1b07e96c; 2:4b46c57f31f6b4bbdc2802fdbf1dc73d,00:00:00:00:100/1,00:02:45:16:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8522_1.WA01.58F058F09316A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8522_2.WA02.58F058F09316A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8522_3.WA03.58F058F09316A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8522_7.WA07.58F058F09316A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8522_8.WA08.58F058F09316A.mxf
476,KT8523_1.WA01.58F058F09321A; KT8523_2.WA02.58F058F09321A; KT8523_3.WA03.58F058F09321A; KT8523_7.WA07.58F058F09321A; KT8523_8.WA08.58F058F09321A;     628A /t 4   ,2:494b1280f01ba8c1f9f31cb97bb59d7a; 2:dc613675fad8cbc492f59cae4ce06893; 2:2f9f0ce89561938fae9e3757cb62e0fa; 2:8d1eeebdc626ae41d8690d430c2430c7; 2:e98986da07dc3e0e6d214848db9f4fdf,00:00:00:00:100/1,00:01:35:16:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8523_1.WA01.58F058F09321A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8523_2.WA02.58F058F09321A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8523_3.WA03.58F058F09321A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8523_7.WA07.58F058F09321A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8523_8.WA08.58F058F09321A.mxf
477,KT8524_1.WA01.58F058F09327A; KT8524_2.WA02.58F058F09327A; KT8524_3.WA03.58F058F09327A; KT8524_7.WA07.58F058F09327A; KT8524_8.WA08.58F058F09327A;     628A /t 5   ,2:1b8ab30227581f6f762f6be71d6fa1ca; 2:a132b17c4d43e9d239ad3c9533ad34c3; 2:23bbff83d30afa453ff16aa9b6f4f49f; 2:d1b1d09683c89696f93379c7142f6e93; 2:31d7e27ec937f2a89fe6cff78390139f,00:00:00:00:100/1,00:02:51:04:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8524_1.WA01.58F058F09327A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8524_2.WA02.58F058F09327A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8524_3.WA03.58F058F09327A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8524_7.WA07.58F058F09327A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8524_8.WA08.58F058F09327A.mxf
478,KT8525_1.WA01.58F058F09332A; KT8525_2.WA02.58F058F09332A; KT8525_3.WA03.58F058F09332A; KT8525_7.WA07.58F058F09332A; KT8525_8.WA08.58F058F09332A;     628A /n 6   ,2:79d1f508656595981bcf430a76b55847; 2:6eb0138677fa8ad9aa4b79a9c9c812b4; 2:63ebfcd894dc55f8f7f106f995a65ab7; 2:4abed2847e8eca134cc8b101befda64e; 2:37fb160b33c7178789fccfccb2b15082,00:00:00:00:100/1,00:00:21:96:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8525_1.WA01.58F058F09332A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8525_2.WA02.58F058F09332A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8525_3.WA03.58F058F09332A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8525_7.WA07.58F058F09332A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8525_8.WA08.58F058F09332A.mxf
479,KT8526_1.WA01.58F058F09334A; KT8526_2.WA02.58F058F09334A; KT8526_3.WA03.58F058F09334A; KT8526_7.WA07.58F058F09334A; KT8526_8.WA08.58F058F09334A;     628A /t 6   ,2:b33dfdbe77c93d30215150f12ff84d83; 2:27e9ddda71b765511842a73c5eec93a8; 2:91d800247fea853e0af6c0383420fa25; 2:098f86e5ebcf0140146745a92c1cd128; 2:58a842346f953d8a78ad5ffdf4cca6a7,00:00:00:00:100/1,00:03:50:08:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8526_1.WA01.58F058F09334A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8526_2.WA02.58F058F09334A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8526_3.WA03.58F058F09334A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8526_7.WA07.58F058F09334A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8526_8.WA08.58F058F09334A.mxf
480,KT8528-5.WA05.58F058F09348A; KT8528-6.WA06.58F058F09348A;     628  /w 1   ,2:e870927e66c3697ee132b8467255663c; 2:5713ced71b896ded53b66f9840112029,00:00:00:00:100/1,00:03:08:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8528-5.WA05.58F058F09348A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8528-6.WA06.58F058F09348A.mxf
481,KT8528_1.WA01.58F058F0934DA; KT8528_7.WA07.58F058F0934DA; KT8528_8.WA08.58F058F0934DA;     628  /w 1   ,2:baa5d2d1c82171fe62066b78be0b6007; 2:e02783de55ed81310bf7fbc49981fb2c; 2:28f47b2bc0e259189f2c16ec5a082226,00:00:00:00:100/1,00:03:08:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8528_1.WA01.58F058F0934DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8528_7.WA07.58F058F0934DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8528_8.WA08.58F058F0934DA.mxf
482,KT8527_1.WA01.58F058F09343A; KT8527_2.WA02.58F058F09343A; KT8527_3.WA03.58F058F09343A; KT8527_7.WA07.58F058F09343A; KT8527_8.WA08.58F058F09343A;     628B /t 1   ,2:777c1ef799cbb1786725d4c7c7d76db8; 2:3b9494c28b0ca1c0ad72f57bda3d2c04; 2:71ae0b5e8dd8bb3f8472a1952a80e7f5; 2:ed73fc5306aa51b1bcf8bd88111b6cbf; 2:1f3350c200b831b4341931bc5e47b535,00:00:00:00:100/1,00:01:16:16:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8527_1.WA01.58F058F09343A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8527_2.WA02.58F058F09343A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8527_3.WA03.58F058F09343A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8527_7.WA07.58F058F09343A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8527_8.WA08.58F058F09343A.mxf
483,KT8529_1.WA01.58F058F09354A; KT8529_2.WA02.58F058F09354A; KT8529_3.WA03.58F058F09354A; KT8529_7.WA07.58F058F09354A; KT8529_8.WA08.58F058F09354A;    B725  /t 1   ,2:456c2a5343daf353014eb45c99180b5a; 2:b8d6860b2c719d88eb71674bbca47c3d; 2:86f393a80157d87b0c4591be16b57c09; 2:e078fa486cc3af668c23041da2294a5d; 2:2c7d04a0fcd856cac6f74d5a17d59f65,00:00:00:00:100/1,00:01:26:36:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8529_1.WA01.58F058F09354A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8529_2.WA02.58F058F09354A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8529_3.WA03.58F058F09354A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8529_7.WA07.58F058F09354A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8529_8.WA08.58F058F09354A.mxf
484,KT8530_1.WA01.58F058F0935AA; KT8530_2.WA02.58F058F0935AA; KT8530_3.WA03.58F058F0935AA; KT8530_7.WA07.58F058F0935AA; KT8530_8.WA08.58F058F0935AA;    B725  /t 2   ,2:c2a39a8e0bdc7df201131c2626c81763; 2:7f3029755c09df552941942e05279b25; 2:a5369cd05fbf03df0f4b7f6d7e82b3cb; 2:6479f9b13863a6b80697a9b6a398658c; 2:159380d1aae836539aa2b5282ff6028a,00:00:00:00:100/1,00:01:37:84:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8530_1.WA01.58F058F0935AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8530_2.WA02.58F058F0935AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8530_3.WA03.58F058F0935AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8530_7.WA07.58F058F0935AA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8530_8.WA08.58F058F0935AA.mxf
485,KT8531_1.WA01.58F058F09360A; KT8531_2.WA02.58F058F09360A; KT8531_3.WA03.58F058F09360A; KT8531_7.WA07.58F058F09360A; KT8531_8.WA08.58F058F09360A;     725B /t 3   ,2:86f1d87e73669b76a5412a6c878523e9; 2:94e0430c98dcbc8f7f97e3e1d1a527ae; 2:22b33c77a66611f0f3aa06c467453da5; 2:a305a67812a744d27a9bf6d7931a9f44; 2:093e2c68da456523890fdff48bb09cb0,00:00:00:00:100/1,00:01:36:68:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8531_1.WA01.58F058F09360A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8531_2.WA02.58F058F09360A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8531_3.WA03.58F058F09360A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8531_7.WA07.58F058F09360A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8531_8.WA08.58F058F09360A.mxf
486,KT8532_1.WA01.58F058F09367A; KT8532_2.WA02.58F058F09367A; KT8532_3.WA03.58F058F09367A; KT8532_7.WA07.58F058F09367A; KT8532_8.WA08.58F058F09367A;    B725A /t 1   ,2:57f385582a68fbb1ff96e7f9e6728210; 2:a7124556f59e38c5d38e27f59dbc97d0; 2:9df3a4cf0640ad10052d823a3591defe; 2:4b871c531148881b1e207499d08b705c; 2:db7b9e7ff1a866fe2764e9e4e9e4cc00,00:00:00:00:100/1,00:01:22:08:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8532_1.WA01.58F058F09367A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8532_2.WA02.58F058F09367A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8532_3.WA03.58F058F09367A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8532_7.WA07.58F058F09367A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8532_8.WA08.58F058F09367A.mxf
