clip_id,display_name,hash,timecode_start,timecode_end,userpath
487,KT8534_1.WA01.58F058F09374A; KT8534_2.WA02.58F058F09374A; KT8534_3.WA03.58F058F09374A; KT8534_7.WA07.58F058F09374A; KT8534_8.WA08.58F058F09374A;    B725A /t 3   ,2:08a67350fec67002602b50d1ed25d119; 2:0332ed8b6ac2ac96ef013edbb7114238; 2:2efdd08e2926d1ad86a7c80b3a2a00c5; 2:a18b42cdc27671c4da8de7a0e69d1e4f; 2:91b8cf940005ce5ceca25c6cd2c3d268,00:00:00:00:100/1,00:00:54:36:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8534_1.WA01.58F058F09374A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8534_2.WA02.58F058F09374A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8534_3.WA03.58F058F09374A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8534_7.WA07.58F058F09374A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8534_8.WA08.58F058F09374A.mxf
488,KT8533_1.WA01.58F058F0936CA; KT8533_2.WA02.58F058F0936CA; KT8533_3.WA03.58F058F0936CA; KT8533_7.WA07.58F058F0936CA; KT8533_8.WA08.58F058F0936CA;    B725A /t 2   ,2:848ae63ff6880b06672d755652178961; 2:d9db3f2676e72e3acbd5272544700aac; 2:1bcbcc24e3fd820e3e29b89b221ba353; 2:560c0ef3d393f0b3a20419cb57b1debc; 2:80e11f550aa8bd3caa10566a3347c3d6,00:00:00:00:100/1,00:02:03:24:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8533_1.WA01.58F058F0936CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8533_2.WA02.58F058F0936CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8533_3.WA03.58F058F0936CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8533_7.WA07.58F058F0936CA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8533_8.WA08.58F058F0936CA.mxf
489,KT8535_1.WA01.58F058F09378A; KT8535_2.WA02.58F058F09378A; KT8535_3.WA03.58F058F09378A; KT8535_7.WA07.58F058F09378A; KT8535_8.WA08.58F058F09378A;    B725A /t 4   ,2:388a79f73bef9aa6cd3d7e94a04e79ec; 2:0ae06e91c1200c53bb5f1a706d5407dc; 2:4a71d9ff5b547438560ce55abad71a72; 2:e1ed7f06f9806b9b0424bb759db22b4c; 2:2584780cd53b99052d034d988817babd,00:00:00:00:100/1,00:01:18:44:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8535_1.WA01.58F058F09378A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8535_2.WA02.58F058F09378A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8535_3.WA03.58F058F09378A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8535_7.WA07.58F058F09378A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8535_8.WA08.58F058F09378A.mxf
490,KT8536_1.WA01.58F058F0937DA; KT8536_2.WA02.58F058F0937EA; KT8536_3.WA03.58F058F0937EA; KT8536_7.WA07.58F058F0937EA; KT8536_8.WA08.58F058F0937EA;    B725B /t 1   ,2:3a16ebce4ebf5ae3ac649aa6032acc8d; 2:f430199f49de5506002ae19fb03286b7; 2:d279dd85bd1751d8a041e799ecbd28bb; 2:73ffb5593dd53bb9b6c0c83f8aeea3c7; 2:257f334decc52c8f4239bf2b2a67d71b,00:00:00:00:100/1,00:01:49:04:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8536_1.WA01.58F058F0937DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8536_2.WA02.58F058F0937EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8536_3.WA03.58F058F0937EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8536_7.WA07.58F058F0937EA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8536_8.WA08.58F058F0937EA.mxf
491,KT8539_1.WA01.58F058F0938DA; KT8539_2.WA02.58F058F0938DA; KT8539_3.WA03.58F058F0938DA; KT8539_7.WA07.58F058F0938DA; KT8539_8.WA08.58F058F0938DA;     726  /t 1   ,2:13810d0f44f7eea6769ceae7c90bfd3e; 2:1816a8f5ea8f926eb7dda80cce328d2b; 2:e4a3e51da596a5420253393c915af2cc; 2:0a20781ff50ab8f8708a7f258c9e67b1; 2:468904ad166369722f1fe5f31fa861d3,00:00:00:00:100/1,00:01:50:84:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8539_1.WA01.58F058F0938DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8539_2.WA02.58F058F0938DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8539_3.WA03.58F058F0938DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8539_7.WA07.58F058F0938DA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8539_8.WA08.58F058F0938DA.mxf
492,KT8538_1.WA01.58F058F09387A; KT8538_2.WA02.58F058F09387A; KT8538_3.WA03.58F058F09387A; KT8538_7.WA07.58F058F09387A; KT8538_8.WA08.58F058F09387A;    B725B /t 2   ,2:360a7e39a35a0feb4ccb94b688b1cadb; 2:6964aa8ddafba9128b25139931ff8bd6; 2:5761fbd09000b3e4ac2a7b2bdf021db7; 2:963f77bd13569282e5c7cfcfe93a8618; 2:929d1cec6e4cb038a734a263f2275118,00:00:00:00:100/1,00:01:30:76:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8538_1.WA01.58F058F09387A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8538_2.WA02.58F058F09387A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8538_3.WA03.58F058F09387A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8538_7.WA07.58F058F09387A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8538_8.WA08.58F058F09387A.mxf
493,KT8537_1.WA01.58F058F09385A; KT8537_2.WA02.58F058F09385A; KT8537_3.WA03.58F058F09385A; KT8537_7.WA07.58F058F09385A; KT8537_8.WA08.58F058F09385A;    B725B /n 2   ,2:87801c750231622d09324eb0da2827bc; 2:a6361a51c9b9d0bd0b7a39d2cce0c7dd; 2:a782980f879904291ca8d65f9d9bd374; 2:eafa19f2fe91a392798a4f26c384fd1d; 2:62a20e458b2e82038ccca2733d5fc325,00:00:00:00:100/1,00:00:28:92:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8537_1.WA01.58F058F09385A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8537_2.WA02.58F058F09385A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8537_3.WA03.58F058F09385A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8537_7.WA07.58F058F09385A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8537_8.WA08.58F058F09385A.mxf
494,KT8540_1.WA01.58F058F09394A; KT8540_2.WA02.58F058F09394A; KT8540_3.WA03.58F058F09394A; KT8540_7.WA07.58F058F09395A; KT8540_8.WA08.58F058F09395A;     726  /t 2   ,2:1665fa789fcd8fb240d16d5598a234c9; 2:485863b5c36be77733964fe4918b18bb; 2:8c9e2a654290a71bf633607799b5c016; 2:fa974db33722058daa7f912af6079ebe; 2:4826c208c42207b7120f1d9020f507bc,00:00:00:00:100/1,00:01:34:44:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8540_1.WA01.58F058F09394A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8540_2.WA02.58F058F09394A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8540_3.WA03.58F058F09394A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8540_7.WA07.58F058F09395A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8540_8.WA08.58F058F09395A.mxf
495,KT8541_1.WA01.58F058F0939BA; KT8541_2.WA02.58F058F0939BA; KT8541_3.WA03.58F058F0939BA; KT8541_7.WA07.58F058F0939BA; KT8541_8.WA08.58F058F0939BA;     726  /t 3   ,2:b296f68e50706bb2806987cdb9500255; 2:dbab196edbb95e478063669b8d408b96; 2:4017732a714f52a84026bfad9f5b1773; 2:a074f3137280c6b89bf0021a4f02cb52; 2:9f9d809ada2abff6d0a6c152ad97e29a,00:00:00:00:100/1,00:01:17:56:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8541_1.WA01.58F058F0939BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8541_2.WA02.58F058F0939BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8541_3.WA03.58F058F0939BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8541_7.WA07.58F058F0939BA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8541_8.WA08.58F058F0939BA.mxf
496,KT8542_1.WA01.58F058F093A0A; KT8542_2.WA02.58F058F093A0A; KT8542_3.WA03.58F058F093A0A; KT8542_7.WA07.58F058F093A0A; KT8542_8.WA08.58F058F093A0A;     726  /t 4   ,2:782eac93a75c61100029bb21a3528ad4; 2:89813ee09b0e87ba03fd9540c20bd0f0; 2:0e5a86dc42385174cad1cc0ecf345ba3; 2:45d454710ef92603ab741eb34ccd4197; 2:a49ffc23990e2c1f304a97d96e0cc6b8,00:00:00:00:100/1,00:00:43:92:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8542_1.WA01.58F058F093A0A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8542_2.WA02.58F058F093A0A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8542_3.WA03.58F058F093A0A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8542_7.WA07.58F058F093A0A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8542_8.WA08.58F058F093A0A.mxf
497,KT8543_1.WA01.58F058F093A3A; KT8543_2.WA02.58F058F093A3A; KT8543_3.WA03.58F058F093A3A; KT8543_7.WA07.58F058F093A3A; KT8543_8.WA08.58F058F093A3A;     726  /t 5   ,2:2a34ac632bed24c18433835eab1352fe; 2:e7d68cd26faff4b960c2e90421d5c509; 2:a7280d083d3fe88ff302d9c6ff1617e1; 2:041fb0e176ae644052f643f0030a14bd; 2:a8e125cfd935141df68b67befaf2aa78,00:00:00:00:100/1,00:01:18:04:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8543_1.WA01.58F058F093A3A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8543_2.WA02.58F058F093A3A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8543_3.WA03.58F058F093A3A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8543_7.WA07.58F058F093A3A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8543_8.WA08.58F058F093A3A.mxf
498,KT8544_1.WA01.58F058F093A9A; KT8544_2.WA02.58F058F093A9A; KT8544_3.WA03.58F058F093A9A; KT8544_7.WA07.58F058F093A9A; KT8544_8.WA08.58F058F093A9A;     726A /t 1   ,2:aabba0c5e071ea770eb2e48891b21781; 2:a0859210b8e57f3d893baad01a326e38; 2:f27c21265be60571b4d1b57a831f35f2; 2:e9eda5c3409ff136fcb9c7863acfa26a; 2:e5d9bdcd9cfb0cf9ba0b1144c73bba4f,00:00:00:00:100/1,00:01:34:52:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8544_1.WA01.58F058F093A9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8544_2.WA02.58F058F093A9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8544_3.WA03.58F058F093A9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8544_7.WA07.58F058F093A9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8544_8.WA08.58F058F093A9A.mxf
499,KT8546-5.WA05.58F058F093B5A; KT8546-6.WA06.58F058F093B5A;     726  /w 1   ,2:b45f3c98d244c72d8a3d347263a86ade; 2:2a487d32ada0c8b88dc52dfd5270c601,00:00:00:00:100/1,00:01:56:76:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8546-5.WA05.58F058F093B5A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8546-6.WA06.58F058F093B5A.mxf
500,KT8545_1.WA01.58F058F093AFA; KT8545_2.WA02.58F058F093AFA; KT8545_3.WA03.58F058F093AFA; KT8545_7.WA07.58F058F093AFA; KT8545_8.WA08.58F058F093AFA;     726A /t 2   ,2:8180e50a63b164dc96259bb5ec8ee3af; 2:395566753d4a83028f8322bb1edbc2bd; 2:685c8aee90e20b573e2c29b996862a24; 2:55551306fef07206fac896fe0fd6c1c0; 2:e2f1acf8d787cc6a972a4272006d0015,00:00:00:00:100/1,00:01:33:84:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8545_1.WA01.58F058F093AFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8545_2.WA02.58F058F093AFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8545_3.WA03.58F058F093AFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8545_7.WA07.58F058F093AFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8545_8.WA08.58F058F093AFA.mxf
501,KT8546_1.WA01.58F058F093B8A; KT8546_7.WA07.58F058F093B8A; KT8546_8.WA08.58F058F093B8A;     726  /w 1   ,2:1ccfccb5374086a22c474725f92d1de3; 2:96e066ed3c7b08433cdafa496f306a7f; 2:5866c69a36946f29405ac5ce4e12940f,00:00:00:00:100/1,00:01:56:76:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8546_1.WA01.58F058F093B8A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8546_7.WA07.58F058F093B8A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8546_8.WA08.58F058F093B8A.mxf
502,KT8548-5.WA05.58F058F093C1A; KT8548-6.WA06.58F058F093C1A;     725  /n 1   ,2:5bd663b3df0401da444a210cb45cae55; 2:294794c10d3433629de7727d81239ddb,00:00:00:00:100/1,00:00:12:80:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8548-5.WA05.58F058F093C1A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8548-6.WA06.58F058F093C1A.mxf
503,KT8547_1.WA01.58F058F093BDA; KT8547_2.WA02.58F058F093BDA; KT8547_7.WA07.58F058F093BDA; KT8547_8.WA08.58F058F093BDA;     726  /w 2   ,2:ef29c80c60a19b8c878cca4a951d994b; 2:f511bb23c189dc570026e3ae661b1139; 2:050a64ce5183d8ec995b302b7059da07; 2:5fe981c26730c0fb09ce5e1a7dc6f16f,00:00:00:00:100/1,00:01:12:92:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8547_1.WA01.58F058F093BDA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8547_2.WA02.58F058F093BDA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8547_7.WA07.58F058F093BDA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8547_8.WA08.58F058F093BDA.mxf
504,KT8548_1.WA01.58F058F093C2A; KT8548_2.WA02.58F058F093C2A; KT8548_7.WA07.58F058F093C2A; KT8548_8.WA08.58F058F093C2A;     725  /n 1   ,2:f146c496d59d04562065645502905d96; 2:e449e65cbaef69870867a6d7b9c15f03; 2:1f961da2b1658205e3d72094d9eb2644; 2:42e275612a7095f5ae54123a327265e4,00:00:00:00:100/1,00:00:12:80:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8548_1.WA01.58F058F093C2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8548_2.WA02.58F058F093C2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8548_7.WA07.58F058F093C2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8548_8.WA08.58F058F093C2A.mxf
505,KT8549-5.WA05.58F058F093C3A; KT8549-6.WA06.58F058F093C3A;     725  /t 1   ,2:ce061539fe592696a5e0c2578b381c89; 2:1f8bab3f79cc28907e7b96d9b0518759,00:00:00:00:100/1,00:01:24:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8549-5.WA05.58F058F093C3A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8549-6.WA06.58F058F093C3A.mxf
506,KT8549_1.WA01.58F058F093C5A; KT8549_2.WA02.58F058F093C5A; KT8549_7.WA07.58F058F093C5A; KT8549_8.WA08.58F058F093C5A;     725  /t 1   ,2:cd21c902a4a6706b894951c32b062254; 2:808071963b3332035070a065bde0cd49; 2:3176ea607952dbb581de6a09692d6359; 2:756fc6b15739a3ce2d88bade873352d6,00:00:00:00:100/1,00:01:24:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8549_1.WA01.58F058F093C5A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8549_2.WA02.58F058F093C5A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8549_7.WA07.58F058F093C5A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8549_8.WA08.58F058F093C5A.mxf
507,KT8550-5.WA05.58F058F093C9A; KT8550-6.WA06.58F058F093CAA;     725  /t 2   ,2:2e26f683bc6d8134710512ccd6e7ffbd; 2:5e4ac99a2a12b1707a812d06a24f4436,00:00:00:00:100/1,00:01:37:24:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8550-5.WA05.58F058F093C9A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8550-6.WA06.58F058F093CAA.mxf
508,KT8550_1.WA01.58F058F093CCA; KT8550_2.WA02.58F058F093CCA; KT8550_7.WA07.58F058F093CCA; KT8550_8.WA08.58F058F093CCA;     725  /t 2   ,2:0d263133e48e0bafa9fc460318fd0420; 2:7237fc38ee37e5bbd1dba09305dd3730; 2:450beeedebcadeed89d39cd7a49bb7db; 2:c8222fd421685ba03ad28827dbadd4aa,00:00:00:00:100/1,00:01:37:24:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8550_1.WA01.58F058F093CCA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8550_2.WA02.58F058F093CCA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8550_7.WA07.58F058F093CCA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8550_8.WA08.58F058F093CCA.mxf
509,KT8551-5.WA05.58F058F093D1A; KT8551-6.WA06.58F058F093D1A;     725A /t 1   ,2:2934ba3a85b625247b9f05f4366a61f2; 2:854422eef2b70c937e349effa4edd46e,00:00:00:00:100/1,00:01:55:08:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8551-5.WA05.58F058F093D1A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8551-6.WA06.58F058F093D1A.mxf
510,KT8552-5.WA05.58F058F093DBA; KT8552-6.WA06.58F058F093DBA;     725A /t 2   ,2:8a626971b08f157b4b2245102f67686b; 2:84937178b85fc3268abf4ded940169af,00:00:00:00:100/1,00:00:55:40:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8552-5.WA05.58F058F093DBA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8552-6.WA06.58F058F093DBA.mxf
511,KT8551_1.WA01.58F058F093D4A; KT8551_2.WA02.58F058F093D5A; KT8551_7.WA07.58F058F093D5A; KT8551_8.WA08.58F058F093D5A;     725A /t 1   ,2:477cfe6432c0def2fd04f0435b397229; 2:f62819883c38600ecc1e42df93ced76e; 2:c0c0f92cbbcd23d02c69245b866d4076; 2:6db21f62b57b37c3d70b44cfdb05ca09,00:00:00:00:100/1,00:01:55:08:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8551_1.WA01.58F058F093D4A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8551_2.WA02.58F058F093D5A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8551_7.WA07.58F058F093D5A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8551_8.WA08.58F058F093D5A.mxf
512,KT8552_1.WA01.58F058F093DCA; KT8552_2.WA02.58F058F093DCA; KT8552_7.WA07.58F058F093DCA; KT8552_8.WA08.58F058F093DCA;     725A /t 2   ,2:8035bec55c830fb29b45c59f2c069993; 2:110d6bc60358cb348a07978255530f60; 2:c17269ac4cdde2b4a075295d252e6704; 2:f0ab9867043045f5792afa1961be6d54,00:00:00:00:100/1,00:00:55:40:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8552_1.WA01.58F058F093DCA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8552_2.WA02.58F058F093DCA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8552_7.WA07.58F058F093DCA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8552_8.WA08.58F058F093DCA.mxf
513,KT8553-5.WA05.58F058F093DFA; KT8553-6.WA06.58F058F093DFA;     725A /t 3   ,2:b396d7a443f62c70079c47f2ae3dc2b6; 2:d60961282f4f58422d071205ec31ceb9,00:00:00:00:100/1,00:01:35:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8553-5.WA05.58F058F093DFA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8553-6.WA06.58F058F093DFA.mxf
514,KT8553_1.WA01.58F058F093E2A; KT8553_2.WA02.58F058F093E2A; KT8553_7.WA07.58F058F093E2A; KT8553_8.WA08.58F058F093E2A;     725A /t 3   ,2:e6f70db52529ae627f08cac7963b335e; 2:d99cb2265e6853a712e3bf02de6e425b; 2:dae1f961526dcd3c50043c6f8dddb835; 2:c17ecc3ef9a538d9661176642ba5280a,00:00:00:00:100/1,00:01:35:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8553_1.WA01.58F058F093E2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8553_2.WA02.58F058F093E2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8553_7.WA07.58F058F093E2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8553_8.WA08.58F058F093E2A.mxf
515,KT8554-5.WA05.58F058F093E7A; KT8554-6.WA06.58F058F093E7A;    P725A /n 1   ,2:e00730b6c82470268aaa5c84f99a220f; 2:3026f49dc0a083eee3226f9bf793d9e8,00:00:00:00:100/1,00:00:25:68:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8554-5.WA05.58F058F093E7A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8554-6.WA06.58F058F093E7A.mxf
516,KT8554_1.WA01.58F058F093E8A; KT8554_2.WA02.58F058F093E8A; KT8554_7.WA07.58F058F093E8A; KT8554_8.WA08.58F058F093E8A;    P725A /n 1   ,2:c97643177078670e9e8d9ec057a6e197; 2:f46fbe1322956afdd1859728c09dc309; 2:760a86dddd87fd0d933a3fc2d67e9b6b; 2:cc5de0f6ff033f7ae0ef20ddcd9a2a50,00:00:00:00:100/1,00:00:25:68:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8554_1.WA01.58F058F093E8A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8554_2.WA02.58F058F093E8A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8554_7.WA07.58F058F093E8A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8554_8.WA08.58F058F093E8A.mxf
517,KT8555-5.WA05.58F058F093EAA; KT8555-6.WA06.58F058F093EAA;    P725A /t 2   ,2:2f5dae0c724bc1f172b4184d0eb53414; 2:c52a8d21a61505d1dbc8784d360b672a,00:00:00:00:100/1,00:01:43:72:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8555-5.WA05.58F058F093EAA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8555-6.WA06.58F058F093EAA.mxf
518,KT8555_1.WA01.58F058F093ECA; KT8555_2.WA02.58F058F093ECA; KT8555_7.WA07.58F058F093ECA; KT8555_8.WA08.58F058F093EDA;    P725A /t 2   ,2:f03f40fd573227f684dabc8d009d85da; 2:f559bdea4748f39c7edd04e0e1d46835; 2:6a61edb1f9beb9276d2826e421329d64; 2:34823980998d8f92c31bc18f2946650a,00:00:00:00:100/1,00:01:43:72:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8555_1.WA01.58F058F093ECA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8555_2.WA02.58F058F093ECA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8555_7.WA07.58F058F093ECA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8555_8.WA08.58F058F093EDA.mxf
519,KT8556-5.WA05.58F058F093F2A; KT8556-6.WA06.58F058F093F2A;    V725B /t 1   ,2:86f57fad0f5d21b75f007db8816d3ddd; 2:0c13db23fb628138f8f91eefd33a9395,00:00:00:00:100/1,00:00:44:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8556-5.WA05.58F058F093F2A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8556-6.WA06.58F058F093F2A.mxf
520,KT8556_1.WA01.58F058F093F3A; KT8556_2.WA02.58F058F093F3A; KT8556_7.WA07.58F058F093F3A; KT8556_8.WA08.58F058F093F3A;    V725B /t 1   ,2:20cfcf2c5bec18ce7aaa3d1b0b1dccdf; 2:64d884050dc42f591ebbd633d729f141; 2:f36c5065856075e1a8fbd003070e2ad3; 2:3799f1de3f5abd0a9df30daffbb5c175,00:00:00:00:100/1,00:00:44:00:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8556_1.WA01.58F058F093F3A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8556_2.WA02.58F058F093F3A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8556_7.WA07.58F058F093F3A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8556_8.WA08.58F058F093F3A.mxf
521,KT8557-5.WA05.58F058F093F6A; KT8557-6.WA06.58F058F093F6A;    V725B /t 2   ,2:2b4998d4fac2913969cf969b98025b6d; 2:2d5fc77a545c2fbb14e7829d2ab11a8b,00:00:00:00:100/1,00:00:43:28:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8557-5.WA05.58F058F093F6A.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8557-6.WA06.58F058F093F6A.mxf
522,KT8558-5.WA05.58F058F093FAA; KT8558-6.WA06.58F058F093FAA;    V725B /t 3   ,2:c8f8c6c16692dd3280c4730fb96af187; 2:ea37da4e8964da6caf77e588bce72678,00:00:00:00:100/1,00:00:45:20:100/1,Avid MediaFiles/MXF/AVID2.1 20170413/KT8558-5.WA05.58F058F093FAA.mxf; Avid MediaFiles/MXF/AVID2.1 20170413/KT8558-6.WA06.58F058F093FAA.mxf
